Class,Property,Corporate Body Classification,Corporate Body,Country,Currencies,Languages,Membership,Places,Sites
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/euvoc#xlNotation,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4283 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://www.w3.org/ns/org#role,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 232 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/authority/op-code,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://www.opengis.net/ont/geosparql#sfWithin,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4283 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/resource/authority/op-code,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/authority/op-mapped-code,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 518 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://www.w3.org/2008/05/skos-xl#prefLabel,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://purl.org/dc/terms/replaces,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 5 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/euvoc#culturalCity,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 66 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/euvoc#endDate,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 5 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://www.w3.org/2004/02/skos/core#inScheme,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://purl.org/dc/terms/type,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4283 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://purl.org/dc/terms/isReplacedBy,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 5 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://purl.org/dc/terms/created,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://www.w3.org/2004/02/skos/core#topConceptOf,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://purl.org/dc/terms/dateSubmitted,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/euvoc#startDate,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/euvoc#status,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://www.w3.org/2003/01/geo/wgs84_pos#location,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 672 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://www.w3.org/2004/02/skos/core#definition,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4278 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/euvoc#xlChangeNote,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 24 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/euvoc#xlHistoryNote,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 29 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Place,http://publications.europa.eu/ontology/authority/authority-code,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 4284 out of 4284,Not used
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://www.w3.org/2003/01/geo/wgs84_pos#lat,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 672 out of 672,Not used
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 672 out of 672,Not used
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://www.w3.org/2000/01/rdf-schema#comment,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 672 out of 672,Not used
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://www.w3.org/2003/01/geo/wgs84_pos#long,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 672 out of 672,Not used
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/ns/org#role,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 232 out of 4284,Not used
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#changeNote,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 24 out of 4284,Not used
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlChangeNote,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 24 out of 4284,Not used
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#culturalCity,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 66 out of 4284,Not used
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/authority/op-code,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/euvoc#countryCode,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/resource/authority/op-code,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://lemon-model.net/lemon#context,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 15 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/euvoc#xlNotation,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 225 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/authority/start.use,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/ns/org#siteOf,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 311 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/euvoc#managedBy,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 173 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/authority/end.use,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 16 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2004/02/skos/core#historyNote,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 9 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2002/07/owl#versionInfo,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/authority/authority-code,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2006/vcard/ns#hasEmail,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 39 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/euvoc#localityCode,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2008/05/skos-xl#altLabel,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 67 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://purl.org/dc/terms/replaces,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 9 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://purl.org/dc/elements/1.1/identifier,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2008/05/skos-xl#prefLabel,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://purl.org/dc/terms/dateSubmitted,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2006/vcard/ns#fn,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://purl.org/dc/terms/isReplacedBy,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 8 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://purl.org/dc/terms/created,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/euvoc#endDate,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 16 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/authority/op-mapped-code,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 225 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://purl.org/dc/terms/dateAccepted,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2004/02/skos/core#topConceptOf,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2006/vcard/ns#hasAddress,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2004/02/skos/core#notation,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 204 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2004/02/skos/core#inScheme,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/euvoc#startDate,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2004/02/skos/core#editorialNote,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 15 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/authority/deprecated,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/euvoc#xlHistoryNote,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 9 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://publications.europa.eu/ontology/euvoc#status,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2004/02/skos/core#prefLabel,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 404 out of 404
http://publications.europa.eu/ontology/euvoc#Site,http://www.w3.org/2006/vcard/ns#hasTelephone,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 263 out of 404
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#managedBy,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 173 out of 404
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/ns/org#siteOf,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 311 out of 404
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#countryCode,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2006/vcard/ns#hasAddress,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#localityCode,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2006/vcard/ns#fn,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 404
http://www.w3.org/2006/vcard/ns#Address,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 403
http://www.w3.org/2006/vcard/ns#Address,http://www.w3.org/2006/vcard/ns#post-office-box,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 157 out of 403
http://www.w3.org/2006/vcard/ns#Address,http://www.w3.org/2006/vcard/ns#postal-code,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 328 out of 403
http://www.w3.org/2006/vcard/ns#Address,http://www.w3.org/2006/vcard/ns#street-address,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 401 out of 403
http://www.w3.org/2006/vcard/ns#Address,http://www.w3.org/2004/02/skos/core#editorialNote,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 65 out of 403
http://www.w3.org/2006/vcard/ns#Address,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 65 out of 403
http://www.w3.org/2006/vcard/ns#Address,http://www.w3.org/2006/vcard/ns#locality,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 403
http://www.w3.org/2006/vcard/ns#Address,http://purl.org/dc/terms/type,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 403
http://www.w3.org/2006/vcard/ns#Address,http://publications.europa.eu/ontology/euvoc#localityCode,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Usage: 403 out of 403
